id_poliza,id_asegurado,ramo,fecha_inicio,fecha_fin,prima,suma_asegurada,deducible,canal_venta,ciudad,estado_poliza
POL00254,A00170,Salud,2024-12-26,2025-12-26,333.04,8000,80.0,Call Center,Manta,Vigente
POL00255,A00171,Vehículos,2024-08-07,2025-08-07,731.86,12000,120.0,Agente,Santo Domingo,Vigente
POL00256,A00172,Vehículos,2024-04-08,2025-04-08,493.75,8000,80.0,Bróker,Loja,Vigente
POL00257,A00172,Salud,2024-08-09,2025-08-09,851.76,12000,120.0,Sucursal,Loja,Vigente
POL00258,A00173,Vida,2024-08-06,2025-08-06,543.54,8000,80.0,Digital,Manta,Vigente
POL00259,A00174,Salud,2024-03-30,2025-03-30,735.34,15000,150.0,Digital,Manta,Vigente
POL00260,A00175,Vehículos,2024-10-14,2025-10-14,1621.27,30000,300.0,Digital,Guayaquil,Vigente
POL00261,A00175,Vehículos,2024-08-05,2025-08-05,2116.98,50000,500.0,Sucursal,Guayaquil,Vigente
POL00262,A00176,Hogar,2024-07-22,2025-07-22,2270.25,50000,500.0,Bróker,Portoviejo,Vigente
POL00263,A00177,Vehículos,2024-02-05,2025-02-04,2544.6,50000,500.0,Sucursal,Riobamba,Vigente
POL00264,A00177,Vehículos,2024-04-30,2025-04-30,1085.19,20000,200.0,Agente,Riobamba,Vigente
POL00265,A00178,Generales,2024-05-23,2025-05-23,3378.6,50000,500.0,Bróker,Quito,Vigente
POL00266,A00179,Vehículos,2024-12-17,2025-12-17,3674.63,50000,500.0,Call Center,Manta,Vigente
POL00267,A00179,Salud,2024-05-03,2025-05-03,486.98,12000,120.0,Agente,Manta,Vigente
POL00268,A00180,Vehículos,2024-01-15,2025-01-14,917.4,12000,120.0,Digital,Portoviejo,Vigente
POL00269,A00181,Vehículos,2024-10-29,2025-10-29,1184.79,30000,300.0,Sucursal,Riobamba,Vigente
POL00270,A00182,Generales,2024-04-25,2025-04-25,3339.31,50000,500.0,Bróker,Machala,Vigente
POL00271,A00183,Vida,2024-06-02,2025-06-02,3780.94,50000,500.0,Bróker,Cuenca,Vigente
POL00272,A00183,Hogar,2024-10-07,2025-10-07,937.41,20000,200.0,Sucursal,Cuenca,Vigente
POL00273,A00184,Vida,2024-07-19,2025-07-19,451.14,8000,80.0,Digital,Loja,Vigente
POL00274,A00184,Vehículos,2024-04-09,2025-04-09,3640.63,50000,500.0,Sucursal,Loja,Vigente
POL00275,A00185,Hogar,2024-11-17,2025-11-17,2509.98,50000,500.0,Agente,Machala,Vigente
POL00276,A00185,Vehículos,2024-07-22,2025-07-22,902.69,20000,200.0,Call Center,Machala,Vigente
POL00277,A00186,Vehículos,2024-10-01,2025-10-01,1632.84,30000,300.0,Call Center,Portoviejo,Vigente
POL00278,A00187,Salud,2024-09-24,2025-09-24,904.63,15000,150.0,Call Center,Quito,Vigente
POL00279,A00187,Vehículos,2024-02-20,2025-02-19,3549.41,50000,500.0,Bróker,Quito,Vigente
POL00280,A00188,Vehículos,2024-11-05,2025-11-05,406.51,12000,120.0,Agente,Santo Domingo,Vigente
POL00281,A00188,Vehículos,2024-12-13,2025-12-13,1727.51,30000,300.0,Sucursal,Santo Domingo,Vigente
POL00282,A00189,Hogar,2024-03-25,2025-03-25,986.12,30000,300.0,Digital,Manta,Vigente
POL00283,A00190,Generales,2024-01-06,2025-01-05,1277.03,20000,200.0,Bróker,Riobamba,Vigente
POL00284,A00190,Vehículos,2024-09-20,2025-09-20,3994.89,50000,500.0,Call Center,Riobamba,Vigente
POL00285,A00191,Vehículos,2024-11-19,2025-11-19,1490.43,30000,300.0,Digital,Portoviejo,Vigente
POL00286,A00191,Vehículos,2024-07-10,2025-07-10,723.37,15000,150.0,Bróker,Portoviejo,Vigente
POL00287,A00192,Vehículos,2024-02-25,2025-02-24,290.45,8000,80.0,Digital,Santo Domingo,Vigente
POL00288,A00192,Vehículos,2024-07-24,2025-07-24,349.54,8000,80.0,Bróker,Santo Domingo,Vigente
POL00289,A00193,Vehículos,2024-08-29,2025-08-29,1131.36,15000,150.0,Agente,Portoviejo,Vigente
POL00290,A00193,Vehículos,2024-03-19,2025-03-19,291.13,8000,80.0,Sucursal,Portoviejo,Vigente
POL00291,A00194,Vehículos,2024-10-19,2025-10-19,715.27,12000,120.0,Agente,Ambato,Vigente
POL00292,A00195,Vehículos,2024-01-30,2025-01-29,3539.81,50000,500.0,Digital,Ambato,Vigente
POL00293,A00195,Vehículos,2024-06-07,2025-06-07,891.15,12000,120.0,Sucursal,Ambato,Vigente
POL00294,A00196,Vehículos,2024-03-20,2025-03-20,393.53,12000,120.0,Digital,Manta,Vigente
POL00295,A00196,Hogar,2024-02-13,2025-02-12,481.8,8000,80.0,Bróker,Manta,Vigente
POL00296,A00197,Salud,2024-11-03,2025-11-03,767.66,12000,120.0,Bróker,Quito,Vigente
POL00297,A00197,Generales,2024-12-17,2025-12-17,918.57,15000,150.0,Digital,Quito,Vigente
POL00298,A00198,Generales,2024-05-18,2025-05-18,1261.73,20000,200.0,Digital,Cuenca,Vigente
POL00299,A00198,Generales,2024-12-30,2025-12-30,555.54,8000,80.0,Bróker,Cuenca,Vigente
POL00300,A00199,Vehículos,2024-07-18,2025-07-18,1321.34,20000,200.0,Sucursal,Machala,Vigente
POL00301,A00200,Hogar,2024-01-09,2025-01-08,868.78,15000,150.0,Bróker,Machala,Vigente
POL00302,A00201,Vehículos,2024-06-27,2025-06-27,1086.56,15000,150.0,Bróker,Ambato,Vigente
POL00303,A00202,Vida,2024-12-23,2025-12-23,802.64,15000,150.0,Digital,Loja,Vigente
POL00304,A00203,Vida,2024-12-21,2025-12-21,354.71,8000,80.0,Bróker,Cuenca,Vigente
POL00305,A00203,Vehículos,2024-11-24,2025-11-24,481.67,8000,80.0,Bróker,Cuenca,Vigente
POL00306,A00204,Vehículos,2024-02-09,2025-02-08,902.39,15000,150.0,Digital,Guayaquil,Vigente
POL00307,A00204,Vida,2024-02-19,2025-02-18,755.46,15000,150.0,Call Center,Guayaquil,Vigente
POL00308,A00205,Salud,2024-03-17,2025-03-17,474.87,8000,80.0,Sucursal,Loja,Vigente
POL00309,A00206,Salud,2024-01-20,2025-01-19,570.92,15000,150.0,Sucursal,Manta,Vigente
POL00310,A00206,Vehículos,2024-11-16,2025-11-16,621.13,8000,80.0,Bróker,Manta,Vigente
POL00311,A00207,Vehículos,2024-07-05,2025-07-05,516.92,15000,150.0,Bróker,Machala,Vigente
POL00312,A00208,Generales,2024-04-24,2025-04-24,1474.16,20000,200.0,Agente,Santo Domingo,Vigente
POL00313,A00208,Vehículos,2024-08-27,2025-08-27,2837.79,50000,500.0,Sucursal,Santo Domingo,Vigente
POL00314,A00209,Generales,2024-12-16,2025-12-16,869.85,20000,200.0,Bróker,Ambato,Vigente
POL00315,A00210,Vehículos,2024-05-20,2025-05-20,681.71,20000,200.0,Sucursal,Loja,Vigente
POL00316,A00211,Vida,2024-12-11,2025-12-11,862.8,20000,200.0,Agente,Manta,Vigente
POL00317,A00212,Hogar,2024-03-05,2025-03-05,2623.32,50000,500.0,Call Center,Manta,Vigente
POL00318,A00212,Vehículos,2024-04-21,2025-04-21,3947.58,50000,500.0,Sucursal,Manta,Vigente
POL00319,A00213,Salud,2024-12-25,2025-12-25,2306.85,30000,300.0,Agente,Ambato,Vigente
POL00320,A00213,Hogar,2024-02-23,2025-02-22,499.85,8000,80.0,Call Center,Ambato,Vigente
POL00321,A00214,Vehículos,2024-11-15,2025-11-15,1049.55,30000,300.0,Sucursal,Cuenca,Vigente
POL00322,A00214,Vida,2024-09-22,2025-09-22,2999.86,50000,500.0,Digital,Cuenca,Vigente
POL00323,A00215,Hogar,2024-08-08,2025-08-08,693.44,12000,120.0,Sucursal,Riobamba,Vigente
POL00324,A00216,Salud,2024-07-20,2025-07-20,560.53,8000,80.0,Call Center,Ambato,Vigente
POL00325,A00217,Vehículos,2024-11-21,2025-11-21,1577.36,20000,200.0,Bróker,Quito,Vigente
POL00326,A00217,Salud,2024-05-05,2025-05-05,3450.07,50000,500.0,Sucursal,Quito,Vigente
POL00327,A00218,Salud,2024-05-20,2025-05-20,613.99,8000,80.0,Agente,Guayaquil,Vigente
POL00328,A00218,Salud,2024-10-23,2025-10-23,284.37,8000,80.0,Call Center,Guayaquil,Vigente
POL00329,A00219,Vehículos,2024-05-24,2025-05-24,1120.95,15000,150.0,Agente,Loja,Vigente
POL00330,A00220,Salud,2024-09-22,2025-09-22,2041.44,30000,300.0,Bróker,Ambato,Vigente
POL00331,A00221,Vehículos,2024-04-21,2025-04-21,371.02,8000,80.0,Bróker,Loja,Vigente
POL00332,A00221,Vehículos,2024-07-15,2025-07-15,799.72,20000,200.0,Digital,Loja,Vigente
POL00333,A00222,Salud,2024-06-13,2025-06-13,696.98,12000,120.0,Sucursal,Manta,Vigente
POL00334,A00222,Vehículos,2024-04-18,2025-04-18,1226.2,30000,300.0,Call Center,Manta,Vigente
POL00335,A00223,Vehículos,2024-01-09,2025-01-08,427.96,8000,80.0,Sucursal,Riobamba,Vigente
POL00336,A00224,Vehículos,2024-06-04,2025-06-04,345.49,8000,80.0,Call Center,Manta,Vigente
POL00337,A00225,Vehículos,2024-07-16,2025-07-16,652.59,12000,120.0,Digital,Riobamba,Vigente
POL00338,A00226,Vehículos,2024-01-15,2025-01-14,1261.89,20000,200.0,Sucursal,Quito,Vigente
POL00339,A00226,Vehículos,2024-02-26,2025-02-25,429.11,12000,120.0,Agente,Quito,Vigente
POL00340,A00227,Vehículos,2024-01-07,2025-01-06,2686.5,50000,500.0,Digital,Cuenca,Vigente
POL00341,A00227,Generales,2024-06-03,2025-06-03,2334.35,50000,500.0,Call Center,Cuenca,Vigente
POL00342,A00228,Vehículos,2024-12-17,2025-12-17,1992.32,30000,300.0,Agente,Cuenca,Vigente
POL00343,A00228,Hogar,2024-06-26,2025-06-26,532.64,15000,150.0,Agente,Cuenca,Vigente
POL00344,A00229,Hogar,2024-03-16,2025-03-16,1280.92,20000,200.0,Call Center,Portoviejo,Vigente
POL00345,A00229,Hogar,2024-11-15,2025-11-15,1896.48,30000,300.0,Digital,Portoviejo,Vigente
POL00346,A00230,Vehículos,2024-05-30,2025-05-30,421.54,8000,80.0,Bróker,Santo Domingo,Vigente
POL00347,A00230,Hogar,2024-02-20,2025-02-19,1140.15,15000,150.0,Call Center,Santo Domingo,Vigente
POL00348,A00231,Vehículos,2024-08-11,2025-08-11,3689.83,50000,500.0,Call Center,Guayaquil,Vigente
POL00349,A00231,Vida,2024-11-10,2025-11-10,1039.97,15000,150.0,Call Center,Guayaquil,Vigente
POL00350,A00232,Vehículos,2024-10-05,2025-10-05,2216.71,30000,300.0,Agente,Guayaquil,Vigente
POL00351,A00232,Vehículos,2024-03-19,2025-03-19,2219.85,30000,300.0,Call Center,Guayaquil,Vigente
POL00352,A00233,Hogar,2024-09-09,2025-09-09,950.77,15000,150.0,Sucursal,Santo Domingo,Vigente
POL00353,A00234,Salud,2024-02-24,2025-02-23,1016.9,20000,200.0,Sucursal,Machala,Vigente
POL00354,A00234,Vehículos,2024-05-25,2025-05-25,720.13,20000,200.0,Sucursal,Machala,Vigente
POL00355,A00235,Salud,2024-04-02,2025-04-02,1962.75,30000,300.0,Call Center,Riobamba,Vigente
POL00356,A00235,Vida,2024-09-26,2025-09-26,547.07,15000,150.0,Digital,Riobamba,Vigente
POL00357,A00236,Salud,2024-07-25,2025-07-25,257.97,8000,80.0,Bróker,Guayaquil,Vigente
POL00358,A00236,Vehículos,2024-12-06,2025-12-06,439.77,8000,80.0,Sucursal,Guayaquil,Vigente
POL00359,A00237,Vehículos,2024-09-27,2025-09-27,411.61,12000,120.0,Agente,Guayaquil,Vigente
POL00360,A00238,Vehículos,2024-05-28,2025-05-28,742.82,15000,150.0,Digital,Santo Domingo,Vigente
POL00361,A00238,Salud,2024-11-09,2025-11-09,595.01,8000,80.0,Sucursal,Santo Domingo,Vigente
POL00362,A00239,Vehículos,2024-01-22,2025-01-21,254.24,8000,80.0,Call Center,Loja,Vigente
POL00363,A00240,Vehículos,2024-10-01,2025-10-01,968.67,30000,300.0,Agente,Riobamba,Vigente
POL00364,A00241,Vehículos,2024-07-29,2025-07-29,3876.41,50000,500.0,Sucursal,Santo Domingo,Vigente
POL00365,A00242,Vehículos,2024-04-04,2025-04-04,2577.71,50000,500.0,Agente,Machala,Vigente
POL00366,A00243,Vehículos,2024-05-20,2025-05-20,651.56,15000,150.0,Digital,Machala,Vigente
POL00367,A00243,Generales,2024-12-01,2025-12-01,333.07,8000,80.0,Agente,Machala,Vigente
POL00368,A00244,Salud,2024-08-13,2025-08-13,1376.0,30000,300.0,Call Center,Quito,Vigente
POL00369,A00245,Vehículos,2024-12-31,2025-12-31,1181.46,15000,150.0,Agente,Santo Domingo,Vigente
POL00370,A00246,Vehículos,2024-03-17,2025-03-17,938.3,30000,300.0,Call Center,Quito,Vigente
POL00371,A00247,Vehículos,2024-07-28,2025-07-28,509.77,15000,150.0,Call Center,Guayaquil,Vigente
POL00372,A00248,Vehículos,2024-01-18,2025-01-17,623.93,20000,200.0,Bróker,Ambato,Vigente
POL00373,A00249,Vehículos,2024-08-12,2025-08-12,665.2,12000,120.0,Call Center,Manta,Vigente
POL00374,A00249,Hogar,2024-05-12,2025-05-12,2030.2,30000,300.0,Bróker,Manta,Vigente
POL00375,A00250,Vehículos,2024-04-15,2025-04-15,2158.18,30000,300.0,Bróker,Cuenca,Vigente
POL00376,A00250,Salud,2024-05-21,2025-05-21,1230.62,20000,200.0,Call Center,Cuenca,Vigente
POL00377,A00251,Vida,2024-06-10,2025-06-10,413.35,8000,80.0,Call Center,Machala,Vigente
POL00378,A00252,Vehículos,2024-10-12,2025-10-12,3594.09,50000,500.0,Agente,Manta,Vigente
POL00379,A00252,Generales,2024-05-29,2025-05-29,2712.65,50000,500.0,Sucursal,Manta,Vigente
POL00380,A00253,Salud,2024-05-31,2025-05-31,327.57,8000,80.0,Digital,Guayaquil,Vigente
POL00381,A00253,Vehículos,2024-08-16,2025-08-16,635.55,15000,150.0,Sucursal,Guayaquil,Vigente
POL00382,A00254,Vehículos,2024-07-28,2025-07-28,703.5,12000,120.0,Bróker,Santo Domingo,Vigente
POL00383,A00255,Vehículos,2024-05-24,2025-05-24,468.18,15000,150.0,Bróker,Portoviejo,Vigente
POL00384,A00255,Vehículos,2024-04-23,2025-04-23,1161.0,20000,200.0,Sucursal,Portoviejo,Vigente
POL00385,A00256,Salud,2024-10-17,2025-10-17,395.36,12000,120.0,Sucursal,Quito,Vigente
POL00386,A00256,Vehículos,2024-06-08,2025-06-08,2344.67,50000,500.0,Bróker,Quito,Vigente
POL00387,A00257,Vehículos,2024-10-07,2025-10-07,999.41,20000,200.0,Digital,Santo Domingo,Vigente
POL00388,A00257,Vehículos,2024-02-18,2025-02-17,489.99,8000,80.0,Call Center,Santo Domingo,Vigente
POL00389,A00258,Hogar,2024-02-16,2025-02-15,1119.74,30000,300.0,Bróker,Riobamba,Vigente
POL00390,A00259,Generales,2024-06-14,2025-06-14,598.38,8000,80.0,Agente,Riobamba,Vigente
POL00391,A00259,Vehículos,2024-08-13,2025-08-13,1264.84,20000,200.0,Digital,Riobamba,Vigente
POL00392,A00260,Vehículos,2024-01-06,2025-01-05,625.25,12000,120.0,Call Center,Loja,Vigente
POL00393,A00260,Vehículos,2024-03-02,2025-03-02,417.35,8000,80.0,Agente,Loja,Vigente
POL00394,A00261,Vehículos,2024-08-26,2025-08-26,2154.16,30000,300.0,Agente,Portoviejo,Vigente
POL00395,A00261,Hogar,2024-05-12,2025-05-12,2599.0,50000,500.0,Agente,Portoviejo,Vigente
POL00396,A00262,Vehículos,2024-07-05,2025-07-05,1029.28,15000,150.0,Call Center,Portoviejo,Vigente
POL00397,A00262,Salud,2024-01-18,2025-01-17,975.97,15000,150.0,Digital,Portoviejo,Vigente
POL00398,A00263,Vehículos,2024-08-31,2025-08-31,702.5,15000,150.0,Agente,Loja,Vigente
POL00399,A00264,Hogar,2024-10-17,2025-10-17,437.93,12000,120.0,Digital,Guayaquil,Vigente
POL00400,A00265,Hogar,2024-06-07,2025-06-07,840.89,12000,120.0,Sucursal,Machala,Vigente
POL00401,A00266,Vehículos,2024-01-01,2024-12-31,1868.73,50000,500.0,Bróker,Guayaquil,Vigente
POL00402,A00266,Vehículos,2024-02-06,2025-02-05,816.23,15000,150.0,Call Center,Guayaquil,Vigente
POL00403,A00267,Vehículos,2024-12-15,2025-12-15,2151.35,30000,300.0,Sucursal,Cuenca,Vigente
POL00404,A00268,Vehículos,2024-06-21,2025-06-21,2975.38,50000,500.0,Bróker,Guayaquil,Vigente
POL00405,A00269,Salud,2024-03-05,2025-03-05,1861.61,50000,500.0,Sucursal,Quito,Vigente
POL00406,A00270,Generales,2024-06-25,2025-06-25,1288.99,20000,200.0,Bróker,Riobamba,Vigente
POL00407,A00270,Hogar,2024-09-25,2025-09-25,1587.63,30000,300.0,Agente,Riobamba,Vigente
POL00408,A00271,Vehículos,2024-03-16,2025-03-16,2365.26,30000,300.0,Agente,Ambato,Vigente
POL00409,A00271,Vehículos,2024-04-16,2025-04-16,552.82,8000,80.0,Bróker,Ambato,Vigente
POL00410,A00272,Salud,2024-10-14,2025-10-14,512.32,15000,150.0,Call Center,Guayaquil,Vigente
POL00411,A00273,Vehículos,2024-06-10,2025-06-10,1274.5,20000,200.0,Agente,Portoviejo,Vigente
POL00412,A00273,Generales,2024-11-20,2025-11-20,2294.44,50000,500.0,Call Center,Portoviejo,Vigente
POL00413,A00274,Vehículos,2024-07-25,2025-07-25,1356.83,20000,200.0,Digital,Quito,Vigente
POL00414,A00274,Generales,2024-03-23,2025-03-23,969.06,20000,200.0,Bróker,Quito,Vigente
POL00415,A00275,Vehículos,2024-12-30,2025-12-30,553.63,12000,120.0,Digital,Machala,Vigente
POL00416,A00276,Generales,2024-01-21,2025-01-20,749.57,15000,150.0,Call Center,Guayaquil,Vigente
POL00417,A00276,Salud,2024-08-13,2025-08-13,1387.42,20000,200.0,Agente,Guayaquil,Vigente
POL00418,A00277,Generales,2024-10-23,2025-10-23,528.8,8000,80.0,Digital,Loja,Vigente
POL00419,A00278,Salud,2024-03-13,2025-03-13,837.33,12000,120.0,Bróker,Machala,Vigente
POL00420,A00278,Vehículos,2024-06-17,2025-06-17,3234.29,50000,500.0,Sucursal,Machala,Vigente
POL00421,A00279,Vehículos,2024-04-18,2025-04-18,1354.43,30000,300.0,Call Center,Quito,Vigente
POL00422,A00280,Salud,2024-11-22,2025-11-22,575.99,8000,80.0,Call Center,Guayaquil,Vigente
POL00423,A00280,Generales,2024-04-13,2025-04-13,948.18,15000,150.0,Sucursal,Guayaquil,Vigente
POL00424,A00281,Hogar,2024-09-16,2025-09-16,348.59,8000,80.0,Call Center,Santo Domingo,Vigente
POL00425,A00282,Hogar,2024-01-29,2025-01-28,1166.7,20000,200.0,Bróker,Ambato,Vigente
POL00426,A00283,Vehículos,2024-04-03,2025-04-03,3840.83,50000,500.0,Bróker,Guayaquil,Vigente
POL00427,A00284,Vehículos,2024-01-05,2025-01-04,1544.63,30000,300.0,Agente,Quito,Vigente
POL00428,A00284,Vehículos,2024-08-09,2025-08-09,2261.6,50000,500.0,Sucursal,Quito,Vigente
POL00429,A00285,Vehículos,2024-06-19,2025-06-19,2384.83,50000,500.0,Digital,Quito,Vigente
POL00430,A00285,Vehículos,2024-09-02,2025-09-02,2982.35,50000,500.0,Agente,Quito,Vigente
POL00431,A00286,Generales,2024-12-24,2025-12-24,3347.65,50000,500.0,Digital,Manta,Vigente
POL00432,A00287,Vida,2024-04-19,2025-04-19,552.76,12000,120.0,Bróker,Santo Domingo,Vigente
POL00433,A00287,Vehículos,2024-06-19,2025-06-19,766.6,12000,120.0,Digital,Santo Domingo,Vigente
POL00434,A00288,Generales,2024-08-26,2025-08-26,1489.36,20000,200.0,Bróker,Portoviejo,Vigente
POL00435,A00288,Salud,2024-02-07,2025-02-06,748.7,12000,120.0,Digital,Portoviejo,Vigente
POL00436,A00289,Salud,2024-12-20,2025-12-20,3550.52,50000,500.0,Sucursal,Guayaquil,Vigente
POL00437,A00289,Generales,2024-07-24,2025-07-24,1340.72,30000,300.0,Call Center,Guayaquil,Vigente
POL00438,A00290,Vehículos,2024-04-25,2025-04-25,770.36,15000,150.0,Digital,Santo Domingo,Vigente
POL00439,A00290,Vehículos,2024-08-13,2025-08-13,573.66,8000,80.0,Sucursal,Santo Domingo,Vigente
POL00440,A00291,Hogar,2024-01-09,2025-01-08,392.01,8000,80.0,Sucursal,Riobamba,Vigente
POL00441,A00292,Hogar,2024-02-21,2025-02-20,720.29,15000,150.0,Digital,Loja,Vigente
POL00442,A00292,Generales,2024-08-10,2025-08-10,2251.74,50000,500.0,Agente,Loja,Vigente
POL00443,A00293,Generales,2024-01-09,2025-01-08,997.22,15000,150.0,Digital,Machala,Vigente
POL00444,A00293,Vehículos,2024-05-07,2025-05-07,698.75,12000,120.0,Bróker,Machala,Vigente
POL00445,A00294,Hogar,2024-01-24,2025-01-23,1465.56,30000,300.0,Call Center,Loja,Vigente
POL00446,A00295,Vehículos,2024-01-08,2025-01-07,1122.89,15000,150.0,Agente,Loja,Vigente
POL00447,A00296,Vehículos,2024-12-03,2025-12-03,696.47,15000,150.0,Sucursal,Cuenca,Vigente
POL00448,A00296,Vida,2024-06-21,2025-06-21,1197.51,15000,150.0,Bróker,Cuenca,Vigente
POL00449,A00297,Vehículos,2024-09-06,2025-09-06,1584.47,30000,300.0,Agente,Portoviejo,Vigente
POL00450,A00297,Generales,2024-09-25,2025-09-25,560.1,8000,80.0,Digital,Portoviejo,Vigente
POL00451,A00298,Salud,2024-09-28,2025-09-28,584.68,12000,120.0,Agente,Cuenca,Vigente
POL00452,A00299,Salud,2024-11-12,2025-11-12,865.94,12000,120.0,Bróker,Ambato,Vigente
POL00453,A00300,Generales,2024-05-22,2025-05-22,623.62,8000,80.0,Sucursal,Cuenca,Vigente
POL00454,A00300,Vehículos,2024-09-24,2025-09-24,1493.74,20000,200.0,Sucursal,Cuenca,Vigente
POL00455,A00301,Salud,2024-06-16,2025-06-16,494.7,8000,80.0,Call Center,Riobamba,Vigente
POL00456,A00302,Salud,2024-11-17,2025-11-17,1606.66,30000,300.0,Sucursal,Cuenca,Vigente
POL00457,A00302,Vehículos,2024-03-04,2025-03-04,2014.37,30000,300.0,Sucursal,Cuenca,Vigente
POL00458,A00303,Vehículos,2024-12-31,2025-12-31,842.74,20000,200.0,Sucursal,Manta,Vigente
POL00459,A00304,Vida,2024-05-09,2025-05-09,1063.78,15000,150.0,Digital,Manta,Vigente
POL00460,A00305,Hogar,2024-05-07,2025-05-07,784.51,15000,150.0,Agente,Machala,Vigente
POL00461,A00305,Vehículos,2024-12-23,2025-12-23,2157.93,50000,500.0,Bróker,Machala,Vigente
POL00462,A00306,Vehículos,2024-10-24,2025-10-24,1131.62,15000,150.0,Call Center,Riobamba,Vigente
POL00463,A00307,Vehículos,2024-04-20,2025-04-20,367.45,12000,120.0,Bróker,Riobamba,Vigente
POL00464,A00308,Vehículos,2024-10-21,2025-10-21,424.1,8000,80.0,Sucursal,Machala,Vigente
POL00465,A00309,Vida,2024-07-02,2025-07-02,1079.53,30000,300.0,Agente,Quito,Vigente
POL00466,A00310,Salud,2024-03-23,2025-03-23,1986.55,50000,500.0,Call Center,Portoviejo,Vigente
POL00467,A00311,Generales,2024-01-16,2025-01-15,3822.07,50000,500.0,Agente,Santo Domingo,Vigente
POL00468,A00312,Vehículos,2024-07-25,2025-07-25,1951.39,30000,300.0,Sucursal,Machala,Vigente
POL00469,A00312,Hogar,2024-09-27,2025-09-27,241.86,8000,80.0,Sucursal,Machala,Vigente
POL00470,A00313,Vehículos,2024-10-17,2025-10-17,1462.25,30000,300.0,Agente,Machala,Vigente
POL00471,A00313,Salud,2024-07-18,2025-07-18,1544.01,20000,200.0,Call Center,Machala,Vigente
POL00472,A00314,Vehículos,2024-07-06,2025-07-06,503.67,12000,120.0,Sucursal,Guayaquil,Vigente
POL00473,A00315,Vida,2024-12-23,2025-12-23,451.02,8000,80.0,Agente,Manta,Vigente
POL00474,A00315,Vehículos,2024-02-15,2025-02-14,1119.07,15000,150.0,Call Center,Manta,Vigente
POL00475,A00316,Hogar,2024-01-03,2025-01-02,755.76,12000,120.0,Digital,Riobamba,Vigente
POL00476,A00317,Hogar,2024-04-26,2025-04-26,1138.19,15000,150.0,Sucursal,Loja,Vigente
POL00477,A00318,Vehículos,2024-11-02,2025-11-02,733.06,12000,120.0,Digital,Machala,Vigente
POL00478,A00319,Vehículos,2024-05-26,2025-05-26,1091.63,15000,150.0,Digital,Portoviejo,Vigente
POL00479,A00319,Vehículos,2024-03-19,2025-03-19,1094.62,15000,150.0,Digital,Portoviejo,Vigente
POL00480,A00320,Hogar,2024-12-16,2025-12-16,363.54,12000,120.0,Agente,Cuenca,Vigente
POL00481,A00321,Generales,2024-10-17,2025-10-17,582.8,8000,80.0,Agente,Ambato,Vigente
POL00482,A00322,Vehículos,2024-08-31,2025-08-31,1867.19,30000,300.0,Digital,Guayaquil,Vigente
POL00483,A00323,Generales,2024-08-23,2025-08-23,2630.78,50000,500.0,Sucursal,Machala,Vigente
POL00484,A00323,Vehículos,2024-06-21,2025-06-21,949.03,15000,150.0,Bróker,Machala,Vigente
POL00485,A00324,Salud,2024-10-21,2025-10-21,450.41,12000,120.0,Digital,Cuenca,Vigente
POL00486,A00325,Vehículos,2024-03-07,2025-03-07,916.21,20000,200.0,Call Center,Santo Domingo,Vigente
POL00487,A00325,Hogar,2024-07-28,2025-07-28,697.0,12000,120.0,Sucursal,Santo Domingo,Vigente
POL00488,A00326,Salud,2024-05-07,2025-05-07,505.55,8000,80.0,Bróker,Santo Domingo,Vigente
POL00489,A00326,Hogar,2024-02-19,2025-02-18,294.24,8000,80.0,Sucursal,Santo Domingo,Vigente
POL00490,A00327,Vehículos,2024-03-28,2025-03-28,474.47,8000,80.0,Digital,Portoviejo,Vigente
POL00491,A00327,Hogar,2024-01-13,2025-01-12,918.57,20000,200.0,Bróker,Portoviejo,Vigente
POL00492,A00328,Salud,2024-12-24,2025-12-24,647.34,15000,150.0,Sucursal,Machala,Vigente
POL00493,A00329,Vehículos,2024-12-02,2025-12-02,1259.41,20000,200.0,Digital,Manta,Vigente
POL00494,A00329,Generales,2024-01-12,2025-01-11,843.74,12000,120.0,Agente,Manta,Vigente
POL00495,A00330,Vehículos,2024-07-10,2025-07-10,301.6,8000,80.0,Bróker,Cuenca,Vigente
POL00496,A00331,Vida,2024-10-30,2025-10-30,417.01,8000,80.0,Call Center,Santo Domingo,Vigente
POL00497,A00331,Vehículos,2024-03-31,2025-03-31,517.96,12000,120.0,Call Center,Santo Domingo,Vigente
POL00498,A00332,Vehículos,2024-12-11,2025-12-11,367.36,8000,80.0,Digital,Manta,Vigente
POL00499,A00332,Vehículos,2024-11-19,2025-11-19,599.65,12000,120.0,Agente,Manta,Vigente
POL00500,A00333,Hogar,2024-12-27,2025-12-27,1207.82,20000,200.0,Bróker,Portoviejo,Vigente
POL00501,A00334,Salud,2024-09-10,2025-09-10,609.81,12000,120.0,Agente,Santo Domingo,Vigente
POL00502,A00335,Salud,2024-06-22,2025-06-22,2276.53,50000,500.0,Call Center,Loja,Vigente
POL00503,A00335,Vehículos,2024-03-03,2025-03-03,1094.14,30000,300.0,Digital,Loja,Vigente
POL00504,A00336,Vida,2024-11-15,2025-11-15,510.98,15000,150.0,Sucursal,Guayaquil,Vigente
POL00505,A00336,Vehículos,2024-05-16,2025-05-16,419.79,8000,80.0,Bróker,Guayaquil,Vigente
POL00506,A00337,Vehículos,2024-11-29,2025-11-29,3405.93,50000,500.0,Agente,Guayaquil,Vigente
