id_documento,id_siniestro,tipo_documento,entregado,legible,fecha_emision,inconsistencia_detectada,observacion
DOC0001000,SIN000334,Denuncia,True,True,2025-08-05,False,
DOC0001001,SIN000334,Factura,True,True,2025-08-06,False,
DOC0001002,SIN000334,Informe,True,True,2025-08-05,False,
DOC0001003,SIN000335,Denuncia,True,True,2025-10-11,False,
DOC0001004,SIN000335,Factura,True,True,2025-10-11,False,
DOC0001005,SIN000335,Informe,True,True,2025-10-08,False,
DOC0001006,SIN000336,Denuncia,True,True,2025-03-11,False,
DOC0001007,SIN000336,Factura,True,True,2025-03-13,False,
DOC0001008,SIN000336,Informe,True,True,2025-03-10,False,
DOC0001009,SIN000337,Denuncia,True,True,2024-05-30,False,
DOC0001010,SIN000337,Factura,True,True,2024-06-02,False,
DOC0001011,SIN000337,Informe,True,True,2024-05-30,False,
DOC0001012,SIN000338,Denuncia,True,True,2025-06-16,False,
DOC0001013,SIN000338,Factura,True,True,2025-06-13,False,
DOC0001014,SIN000338,Informe,True,True,2025-06-12,False,
DOC0001015,SIN000339,Denuncia,True,True,2025-04-11,False,
DOC0001016,SIN000339,Factura,True,True,2025-04-10,False,
DOC0001017,SIN000339,Informe,True,True,2025-04-08,False,
DOC0001018,SIN000340,Denuncia,True,True,2024-09-29,False,
DOC0001019,SIN000340,Factura,True,True,2024-09-29,False,
DOC0001020,SIN000340,Informe,True,True,2024-09-30,False,
DOC0001021,SIN000341,Denuncia,True,True,2025-02-09,False,
DOC0001022,SIN000341,Factura,True,True,2025-02-08,False,
DOC0001023,SIN000341,Informe,True,True,2025-02-09,False,
DOC0001024,SIN000342,Denuncia,True,True,2025-02-06,False,
DOC0001025,SIN000342,Factura,True,True,2025-02-06,False,
DOC0001026,SIN000342,Informe,True,True,2025-02-08,False,
DOC0001027,SIN000343,Denuncia,True,True,2025-03-27,False,
DOC0001028,SIN000343,Factura,True,True,2025-03-26,False,
DOC0001029,SIN000343,Informe,True,True,2025-03-26,False,
DOC0001030,SIN000344,Denuncia,True,True,2024-11-21,False,
DOC0001031,SIN000344,Factura,True,True,2024-11-19,False,
DOC0001032,SIN000344,Informe,True,True,2024-11-21,False,
DOC0001033,SIN000345,Denuncia,True,True,2024-08-01,False,
DOC0001034,SIN000345,Factura,True,True,2024-08-02,False,
DOC0001035,SIN000345,Informe,True,True,2024-08-01,False,
DOC0001036,SIN000346,Denuncia,True,True,2025-02-25,False,
DOC0001037,SIN000346,Factura,True,True,2025-02-23,False,
DOC0001038,SIN000346,Informe,True,True,2025-02-24,False,
DOC0001039,SIN000347,Denuncia,True,True,2024-12-22,False,
DOC0001040,SIN000347,Factura,True,True,2024-12-25,False,
DOC0001041,SIN000347,Informe,True,True,2024-12-23,False,
DOC0001042,SIN000348,Denuncia,True,True,2024-12-09,False,
DOC0001043,SIN000348,Factura,True,True,2024-12-07,False,
DOC0001044,SIN000348,Informe,True,True,2024-12-11,False,
DOC0001045,SIN000349,Denuncia,True,True,2025-08-02,False,
DOC0001046,SIN000349,Factura,True,True,2025-08-02,False,
DOC0001047,SIN000349,Informe,True,True,2025-07-31,False,
DOC0001048,SIN000350,Denuncia,True,True,2025-02-06,False,
DOC0001049,SIN000350,Factura,True,True,2025-02-09,False,
DOC0001050,SIN000350,Informe,True,True,2025-02-07,False,
DOC0001051,SIN000351,Denuncia,True,True,2025-02-08,False,
DOC0001052,SIN000351,Factura,True,True,2025-02-08,False,
DOC0001053,SIN000351,Informe,True,True,2025-02-07,False,
DOC0001054,SIN000352,Denuncia,True,True,2024-07-25,False,
DOC0001055,SIN000352,Factura,True,True,2024-07-25,False,
DOC0001056,SIN000352,Informe,True,True,2024-07-21,False,
DOC0001057,SIN000353,Denuncia,True,True,2024-12-28,False,
DOC0001058,SIN000353,Factura,True,True,2024-12-27,False,
DOC0001059,SIN000353,Informe,True,True,2024-12-26,False,
DOC0001060,SIN000354,Denuncia,True,True,2024-05-26,False,
DOC0001061,SIN000354,Factura,True,True,2024-05-27,False,
DOC0001062,SIN000354,Informe,True,True,2024-05-27,False,
DOC0001063,SIN000355,Denuncia,True,True,2024-04-19,False,
DOC0001064,SIN000355,Factura,True,True,2024-04-20,False,
DOC0001065,SIN000355,Informe,True,True,2024-04-21,False,
DOC0001066,SIN000356,Denuncia,True,True,2025-02-05,False,
DOC0001067,SIN000356,Factura,True,True,2025-02-06,False,
DOC0001068,SIN000356,Informe,True,True,2025-02-07,False,
DOC0001069,SIN000357,Denuncia,True,True,2025-01-25,False,
DOC0001070,SIN000357,Factura,True,True,2025-01-21,False,
DOC0001071,SIN000357,Informe,True,True,2025-01-25,False,
DOC0001072,SIN000358,Denuncia,True,True,2024-12-02,False,
DOC0001073,SIN000358,Factura,True,True,2024-12-03,False,
DOC0001074,SIN000358,Informe,True,True,2024-12-03,False,
DOC0001075,SIN000359,Denuncia,True,True,2024-06-07,False,
DOC0001076,SIN000359,Factura,True,True,2024-06-08,False,
DOC0001077,SIN000359,Informe,True,True,2024-06-06,False,
DOC0001078,SIN000360,Denuncia,True,True,2024-11-04,False,
DOC0001079,SIN000360,Factura,True,True,2024-11-07,False,
DOC0001080,SIN000360,Informe,True,True,2024-11-06,False,
DOC0001081,SIN000361,Denuncia,True,True,2024-10-24,False,
DOC0001082,SIN000361,Factura,True,True,2024-10-22,False,
DOC0001083,SIN000361,Informe,True,True,2024-10-25,False,
DOC0001084,SIN000362,Denuncia,True,True,2025-08-22,False,
DOC0001085,SIN000362,Factura,True,True,2025-08-22,False,
DOC0001086,SIN000362,Informe,True,True,2025-08-21,False,
DOC0001087,SIN000363,Denuncia,True,True,2025-05-01,False,
DOC0001088,SIN000363,Factura,True,True,2025-05-01,False,
DOC0001089,SIN000363,Informe,True,True,2025-05-01,False,
DOC0001090,SIN000364,Denuncia,True,True,2025-06-09,False,
DOC0001091,SIN000364,Factura,True,True,2025-06-10,False,
DOC0001092,SIN000364,Informe,True,True,2025-06-08,False,
DOC0001093,SIN000365,Denuncia,True,True,2024-04-23,False,
DOC0001094,SIN000365,Factura,True,True,2024-04-18,False,
DOC0001095,SIN000365,Informe,True,True,2024-04-21,False,
DOC0001096,SIN000366,Denuncia,True,True,2025-04-12,False,
DOC0001097,SIN000366,Factura,True,True,2025-04-14,False,
DOC0001098,SIN000366,Informe,True,True,2025-04-09,False,
DOC0001099,SIN000367,Denuncia,True,True,2025-05-27,False,
DOC0001100,SIN000367,Factura,True,True,2025-05-30,False,
DOC0001101,SIN000367,Informe,True,True,2025-05-27,False,
DOC0001102,SIN000368,Denuncia,True,True,2025-03-20,False,
DOC0001103,SIN000368,Factura,True,True,2025-03-22,False,
DOC0001104,SIN000368,Informe,True,True,2025-03-22,False,
DOC0001105,SIN000369,Denuncia,True,True,2025-03-30,False,
DOC0001106,SIN000369,Factura,True,True,2025-03-28,False,
DOC0001107,SIN000369,Informe,True,True,2025-03-28,False,
DOC0001108,SIN000370,Denuncia,True,True,2024-07-12,False,
DOC0001109,SIN000370,Factura,True,True,2024-07-12,False,
DOC0001110,SIN000370,Informe,True,True,2024-07-10,False,
DOC0001111,SIN000371,Denuncia,True,True,2025-09-14,False,
DOC0001112,SIN000371,Factura,True,True,2025-09-19,False,
DOC0001113,SIN000371,Informe,True,True,2025-09-19,False,
DOC0001114,SIN000372,Denuncia,True,True,2025-02-17,False,
DOC0001115,SIN000372,Factura,True,True,2025-02-15,False,
DOC0001116,SIN000372,Informe,True,True,2025-02-14,False,
DOC0001117,SIN000373,Denuncia,True,True,2024-11-26,False,
DOC0001118,SIN000373,Factura,True,True,2024-11-25,False,
DOC0001119,SIN000373,Informe,True,True,2024-11-22,False,
DOC0001120,SIN000374,Denuncia,True,True,2025-06-20,False,
DOC0001121,SIN000374,Factura,True,True,2025-06-15,False,
DOC0001122,SIN000374,Informe,True,True,2025-06-19,False,
DOC0001123,SIN000375,Denuncia,True,True,2024-06-08,False,
DOC0001124,SIN000375,Factura,True,True,2024-06-12,False,
DOC0001125,SIN000375,Informe,True,True,2024-06-07,False,
DOC0001126,SIN000376,Denuncia,True,True,2024-08-19,False,
DOC0001127,SIN000376,Factura,True,True,2024-08-20,False,
DOC0001128,SIN000376,Informe,True,True,2024-08-24,False,
DOC0001129,SIN000377,Denuncia,True,True,2024-12-04,False,
DOC0001130,SIN000377,Factura,True,True,2024-12-02,False,
DOC0001131,SIN000377,Informe,True,True,2024-12-06,False,
DOC0001132,SIN000378,Denuncia,True,True,2024-07-06,False,
DOC0001133,SIN000378,Factura,True,True,2024-07-02,False,
DOC0001134,SIN000378,Informe,True,True,2024-07-03,False,
DOC0001135,SIN000379,Denuncia,True,True,2025-02-13,False,
DOC0001136,SIN000379,Factura,True,True,2025-02-12,False,
DOC0001137,SIN000379,Informe,True,True,2025-02-09,False,
DOC0001138,SIN000380,Denuncia,True,True,2025-05-10,False,
DOC0001139,SIN000380,Factura,True,True,2025-05-12,False,
DOC0001140,SIN000380,Informe,True,True,2025-05-12,False,
DOC0001141,SIN000381,Denuncia,True,True,2025-03-01,False,
DOC0001142,SIN000381,Factura,True,True,2025-03-04,False,
DOC0001143,SIN000381,Informe,True,True,2025-03-02,False,
DOC0001144,SIN000382,Denuncia,True,True,2025-03-09,False,
DOC0001145,SIN000382,Factura,True,True,2025-03-09,False,
DOC0001146,SIN000382,Informe,True,True,2025-03-05,False,
DOC0001147,SIN000383,Denuncia,True,True,2025-07-12,False,
DOC0001148,SIN000383,Factura,True,True,2025-07-13,False,
DOC0001149,SIN000383,Informe,True,True,2025-07-12,False,
DOC0001150,SIN000384,Denuncia,True,True,2024-08-30,False,
DOC0001151,SIN000384,Factura,True,True,2024-08-25,False,
DOC0001152,SIN000384,Informe,True,True,2024-08-28,False,
DOC0001153,SIN000385,Denuncia,True,True,2025-01-08,False,
DOC0001154,SIN000385,Factura,True,True,2025-01-08,False,
DOC0001155,SIN000385,Informe,True,True,2025-01-07,False,
DOC0001156,SIN000386,Denuncia,True,True,2025-05-17,False,
DOC0001157,SIN000386,Factura,True,True,2025-05-19,False,
DOC0001158,SIN000386,Informe,True,True,2025-05-16,False,
DOC0001159,SIN000387,Denuncia,True,True,2024-07-11,False,
DOC0001160,SIN000387,Factura,True,True,2024-07-15,False,
DOC0001161,SIN000387,Informe,True,True,2024-07-13,False,
DOC0001162,SIN000388,Denuncia,True,True,2024-10-05,False,
DOC0001163,SIN000388,Factura,True,True,2024-10-06,False,
DOC0001164,SIN000388,Informe,True,True,2024-10-06,False,
DOC0001165,SIN000389,Denuncia,True,True,2025-08-13,False,
DOC0001166,SIN000389,Factura,True,True,2025-08-15,False,
DOC0001167,SIN000389,Informe,True,True,2025-08-15,False,
DOC0001168,SIN000390,Denuncia,True,True,2024-10-03,False,
DOC0001169,SIN000390,Factura,True,True,2024-10-02,False,
DOC0001170,SIN000390,Informe,True,True,2024-10-03,False,
DOC0001171,SIN000391,Denuncia,True,True,2024-08-21,False,
DOC0001172,SIN000391,Factura,True,True,2024-08-21,False,
DOC0001173,SIN000391,Informe,True,True,2024-08-19,False,
DOC0001174,SIN000392,Denuncia,True,True,2025-05-21,False,
DOC0001175,SIN000392,Factura,True,True,2025-05-23,False,
DOC0001176,SIN000392,Informe,True,True,2025-05-24,False,
DOC0001177,SIN000393,Denuncia,True,True,2025-07-20,False,
DOC0001178,SIN000393,Factura,True,True,2025-07-20,False,
DOC0001179,SIN000393,Informe,True,True,2025-07-18,False,
DOC0001180,SIN000394,Denuncia,True,True,2025-03-03,False,
DOC0001181,SIN000394,Factura,True,True,2025-03-04,False,
DOC0001182,SIN000394,Informe,True,True,2025-03-01,False,
DOC0001183,SIN000395,Denuncia,True,True,2024-09-07,False,
DOC0001184,SIN000395,Factura,True,True,2024-09-09,False,
DOC0001185,SIN000395,Informe,True,True,2024-09-08,False,
DOC0001186,SIN000396,Denuncia,True,True,2025-05-10,False,
DOC0001187,SIN000396,Factura,True,True,2025-05-07,False,
DOC0001188,SIN000396,Informe,True,True,2025-05-07,False,
DOC0001189,SIN000397,Denuncia,True,True,2024-10-29,False,
DOC0001190,SIN000397,Factura,True,True,2024-10-31,False,
DOC0001191,SIN000397,Informe,True,True,2024-10-27,False,
DOC0001192,SIN000398,Denuncia,True,True,2025-06-12,False,
DOC0001193,SIN000398,Factura,True,True,2025-06-13,False,
DOC0001194,SIN000398,Informe,True,True,2025-06-11,False,
DOC0001195,SIN000399,Denuncia,True,True,2025-01-08,False,
DOC0001196,SIN000399,Factura,True,True,2025-01-05,False,
DOC0001197,SIN000399,Informe,True,True,2025-01-10,False,
DOC0001198,SIN000400,Denuncia,True,True,2024-10-21,False,
DOC0001199,SIN000400,Factura,True,True,2024-10-17,False,
DOC0001200,SIN000400,Informe,True,True,2024-10-20,False,
DOC0001201,SIN000401,Denuncia,True,True,2024-09-06,False,
DOC0001202,SIN000401,Factura,True,True,2024-09-07,False,
DOC0001203,SIN000401,Informe,True,True,2024-09-03,False,
DOC0001204,SIN000402,Denuncia,True,True,2024-11-06,False,
DOC0001205,SIN000402,Factura,True,True,2024-11-10,False,
DOC0001206,SIN000402,Informe,True,True,2024-11-10,False,
DOC0001207,SIN000403,Denuncia,True,True,2024-09-30,False,
DOC0001208,SIN000403,Factura,True,True,2024-09-28,False,
DOC0001209,SIN000403,Informe,True,True,2024-09-26,False,
DOC0001210,SIN000404,Denuncia,True,True,2025-06-01,False,
DOC0001211,SIN000404,Factura,True,True,2025-06-05,False,
DOC0001212,SIN000404,Informe,True,True,2025-06-06,False,
DOC0001213,SIN000405,Denuncia,True,True,2025-03-28,False,
DOC0001214,SIN000405,Factura,True,True,2025-03-28,False,
DOC0001215,SIN000405,Informe,True,True,2025-03-24,False,
DOC0001216,SIN000406,Denuncia,True,True,2025-04-23,False,
DOC0001217,SIN000406,Factura,True,True,2025-04-25,False,
DOC0001218,SIN000406,Informe,True,True,2025-04-27,False,
DOC0001219,SIN000407,Denuncia,True,True,2025-04-20,False,
DOC0001220,SIN000407,Factura,True,True,2025-04-19,False,
DOC0001221,SIN000407,Informe,True,True,2025-04-19,False,
DOC0001222,SIN000408,Denuncia,True,True,2024-12-01,False,
DOC0001223,SIN000408,Factura,True,True,2024-11-30,False,
DOC0001224,SIN000408,Informe,True,True,2024-12-01,False,
DOC0001225,SIN000409,Denuncia,True,True,2024-09-19,False,
DOC0001226,SIN000409,Factura,True,True,2024-09-18,False,
DOC0001227,SIN000409,Informe,True,True,2024-09-18,False,
DOC0001228,SIN000410,Denuncia,True,True,2024-07-29,False,
DOC0001229,SIN000410,Factura,True,True,2024-07-27,False,
DOC0001230,SIN000410,Informe,True,True,2024-07-26,False,
DOC0001231,SIN000411,Denuncia,True,True,2025-05-24,False,
DOC0001232,SIN000411,Factura,True,True,2025-05-24,False,
DOC0001233,SIN000411,Informe,True,True,2025-05-25,False,
DOC0001234,SIN000412,Denuncia,True,True,2024-10-12,False,
DOC0001235,SIN000412,Factura,True,True,2024-10-14,False,
DOC0001236,SIN000412,Informe,True,True,2024-10-13,False,
DOC0001237,SIN000413,Denuncia,True,True,2025-01-23,False,
DOC0001238,SIN000413,Factura,True,True,2025-01-28,False,
DOC0001239,SIN000413,Informe,True,True,2025-01-24,False,
DOC0001240,SIN000414,Denuncia,True,True,2025-08-19,False,
DOC0001241,SIN000414,Factura,True,True,2025-08-21,False,
DOC0001242,SIN000414,Informe,True,True,2025-08-20,False,
DOC0001243,SIN000415,Denuncia,True,True,2025-03-21,False,
DOC0001244,SIN000415,Factura,True,True,2025-03-19,False,
DOC0001245,SIN000415,Informe,True,True,2025-03-19,False,
DOC0001246,SIN000416,Denuncia,True,True,2024-12-24,False,
DOC0001247,SIN000416,Factura,True,True,2024-12-23,False,
DOC0001248,SIN000416,Informe,True,True,2024-12-22,False,
DOC0001249,SIN000417,Denuncia,True,True,2024-11-18,False,
DOC0001250,SIN000417,Factura,True,True,2024-11-16,False,
DOC0001251,SIN000417,Informe,True,True,2024-11-16,False,
DOC0001252,SIN000418,Denuncia,True,True,2024-08-26,False,
DOC0001253,SIN000418,Factura,True,True,2024-08-24,False,
DOC0001254,SIN000418,Informe,True,True,2024-08-25,False,
DOC0001255,SIN000419,Denuncia,True,True,2024-06-02,False,
DOC0001256,SIN000419,Factura,True,True,2024-06-03,False,
DOC0001257,SIN000419,Informe,True,True,2024-06-02,False,
DOC0001258,SIN000420,Denuncia,True,True,2024-10-15,False,
DOC0001259,SIN000420,Factura,True,True,2024-10-13,False,
DOC0001260,SIN000420,Informe,True,True,2024-10-15,False,
DOC0001261,SIN000421,Denuncia,True,True,2025-11-02,False,
DOC0001262,SIN000421,Factura,True,True,2025-11-03,False,
DOC0001263,SIN000421,Informe,True,True,2025-11-03,False,
DOC0001264,SIN000422,Denuncia,True,True,2025-08-26,False,
DOC0001265,SIN000422,Factura,True,True,2025-08-27,False,
DOC0001266,SIN000422,Informe,True,True,2025-08-31,False,
DOC0001267,SIN000423,Denuncia,True,True,2025-02-01,False,
DOC0001268,SIN000423,Factura,True,True,2025-01-31,False,
DOC0001269,SIN000423,Informe,True,True,2025-01-30,False,
DOC0001270,SIN000424,Denuncia,True,True,2025-01-30,False,
DOC0001271,SIN000424,Factura,True,True,2025-01-25,False,
DOC0001272,SIN000424,Informe,True,True,2025-01-25,False,
DOC0001273,SIN000425,Denuncia,True,True,2025-01-04,False,
DOC0001274,SIN000425,Factura,True,True,2025-01-02,False,
DOC0001275,SIN000425,Informe,True,True,2025-01-05,False,
DOC0001276,SIN000426,Denuncia,True,True,2024-11-13,False,
DOC0001277,SIN000426,Factura,True,True,2024-11-12,False,
DOC0001278,SIN000426,Informe,True,True,2024-11-09,False,
DOC0001279,SIN000427,Denuncia,True,True,2025-01-18,False,
DOC0001280,SIN000427,Factura,True,True,2025-01-17,False,
DOC0001281,SIN000427,Informe,True,True,2025-01-16,False,
DOC0001282,SIN000428,Denuncia,True,True,2024-08-03,False,
DOC0001283,SIN000428,Factura,True,True,2024-08-05,False,
DOC0001284,SIN000428,Informe,True,True,2024-08-05,False,
DOC0001285,SIN000429,Denuncia,True,True,2025-08-30,False,
DOC0001286,SIN000429,Factura,True,True,2025-09-02,False,
DOC0001287,SIN000429,Informe,True,True,2025-09-01,False,
DOC0001288,SIN000430,Denuncia,True,True,2025-05-11,False,
DOC0001289,SIN000430,Factura,True,True,2025-05-10,False,
DOC0001290,SIN000430,Informe,True,True,2025-05-10,False,
DOC0001291,SIN000431,Denuncia,True,True,2024-09-16,False,
DOC0001292,SIN000431,Factura,True,True,2024-09-17,False,
DOC0001293,SIN000431,Informe,True,True,2024-09-21,False,
DOC0001294,SIN000432,Denuncia,True,True,2025-06-13,False,
DOC0001295,SIN000432,Factura,True,True,2025-06-12,False,
DOC0001296,SIN000432,Informe,True,True,2025-06-12,False,
DOC0001297,SIN000433,Denuncia,True,True,2024-05-16,False,
DOC0001298,SIN000433,Factura,True,True,2024-05-16,False,
DOC0001299,SIN000433,Informe,True,True,2024-05-14,False,
DOC0001300,SIN000434,Denuncia,True,True,2024-09-06,False,
DOC0001301,SIN000434,Factura,True,True,2024-09-11,False,
DOC0001302,SIN000434,Informe,True,True,2024-09-07,False,
DOC0001303,SIN000435,Denuncia,True,True,2024-07-19,False,
DOC0001304,SIN000435,Factura,True,True,2024-07-19,False,
DOC0001305,SIN000435,Informe,True,True,2024-07-22,False,
DOC0001306,SIN000436,Denuncia,True,True,2024-12-02,False,
DOC0001307,SIN000436,Factura,True,True,2024-12-03,False,
DOC0001308,SIN000436,Informe,True,True,2024-11-30,False,
DOC0001309,SIN000437,Denuncia,True,True,2025-12-06,False,
DOC0001310,SIN000437,Factura,True,True,2025-12-09,False,
DOC0001311,SIN000437,Informe,True,True,2025-12-05,False,
DOC0001312,SIN000438,Denuncia,True,True,2025-02-24,False,
DOC0001313,SIN000438,Factura,True,True,2025-02-26,False,
DOC0001314,SIN000438,Informe,True,True,2025-03-01,False,
DOC0001315,SIN000439,Denuncia,True,True,2024-08-28,False,
DOC0001316,SIN000439,Factura,True,True,2024-09-01,False,
DOC0001317,SIN000439,Informe,True,True,2024-08-31,False,
DOC0001318,SIN000440,Denuncia,True,True,2024-04-27,False,
DOC0001319,SIN000440,Factura,True,True,2024-04-23,False,
DOC0001320,SIN000440,Informe,True,True,2024-04-27,False,
DOC0001321,SIN000441,Denuncia,True,True,2024-11-25,False,
DOC0001322,SIN000441,Factura,True,True,2024-11-27,False,
DOC0001323,SIN000441,Informe,True,True,2024-11-28,False,
DOC0001324,SIN000442,Denuncia,True,True,2025-11-13,False,
DOC0001325,SIN000442,Factura,True,True,2025-11-13,False,
DOC0001326,SIN000442,Informe,True,True,2025-11-14,False,
DOC0001327,SIN000443,Denuncia,True,True,2024-09-20,False,
DOC0001328,SIN000443,Factura,True,True,2024-09-19,False,
DOC0001329,SIN000443,Informe,True,True,2024-09-18,False,
DOC0001330,SIN000444,Denuncia,True,True,2025-06-28,False,
DOC0001331,SIN000444,Factura,True,True,2025-06-27,False,
DOC0001332,SIN000444,Informe,True,True,2025-06-27,False,
DOC0001333,SIN000445,Denuncia,True,True,2025-02-24,False,
DOC0001334,SIN000445,Factura,True,True,2025-02-22,False,
DOC0001335,SIN000445,Informe,True,True,2025-02-24,False,
DOC0001336,SIN000446,Denuncia,True,True,2024-12-25,False,
DOC0001337,SIN000446,Factura,True,True,2024-12-27,False,
DOC0001338,SIN000446,Informe,True,True,2024-12-25,False,
DOC0001339,SIN000447,Denuncia,True,True,2025-04-16,False,
DOC0001340,SIN000447,Factura,True,True,2025-04-17,False,
DOC0001341,SIN000447,Informe,True,True,2025-04-18,False,
DOC0001342,SIN000448,Denuncia,True,True,2024-06-07,False,
DOC0001343,SIN000448,Factura,True,True,2024-06-12,False,
DOC0001344,SIN000448,Informe,True,True,2024-06-10,False,
DOC0001345,SIN000449,Denuncia,True,True,2025-03-23,False,
DOC0001346,SIN000449,Factura,True,True,2025-03-24,False,
DOC0001347,SIN000449,Informe,True,True,2025-03-26,False,
DOC0001348,SIN000450,Denuncia,True,True,2024-10-22,False,
DOC0001349,SIN000450,Factura,True,True,2024-10-19,False,
DOC0001350,SIN000450,Informe,True,True,2024-10-18,False,
DOC0001351,SIN000451,Denuncia,True,True,2025-07-30,False,
DOC0001352,SIN000451,Factura,True,True,2025-08-01,False,
DOC0001353,SIN000451,Informe,True,True,2025-08-03,False,
DOC0001354,SIN000452,Denuncia,True,True,2025-07-11,False,
DOC0001355,SIN000452,Factura,True,True,2025-07-11,False,
DOC0001356,SIN000452,Informe,True,True,2025-07-10,False,
DOC0001357,SIN000453,Denuncia,True,True,2025-07-29,False,
DOC0001358,SIN000453,Factura,True,True,2025-07-30,False,
DOC0001359,SIN000453,Informe,True,True,2025-08-02,False,
DOC0001360,SIN000454,Denuncia,True,True,2024-11-15,False,
DOC0001361,SIN000454,Factura,True,True,2024-11-16,False,
DOC0001362,SIN000454,Informe,True,True,2024-11-14,False,
DOC0001363,SIN000455,Denuncia,True,True,2024-12-11,False,
DOC0001364,SIN000455,Factura,True,True,2024-12-14,False,
DOC0001365,SIN000455,Informe,True,True,2024-12-12,False,
DOC0001366,SIN000456,Denuncia,True,True,2024-12-20,False,
DOC0001367,SIN000456,Factura,True,True,2024-12-24,False,
DOC0001368,SIN000456,Informe,True,True,2024-12-24,False,
DOC0001369,SIN000457,Denuncia,True,True,2025-05-03,False,
DOC0001370,SIN000457,Factura,True,True,2025-05-03,False,
DOC0001371,SIN000457,Informe,True,True,2025-05-01,False,
DOC0001372,SIN000458,Denuncia,True,True,2025-08-17,False,
DOC0001373,SIN000458,Factura,True,True,2025-08-20,False,
DOC0001374,SIN000458,Informe,True,True,2025-08-20,False,
DOC0001375,SIN000459,Denuncia,True,True,2025-04-08,False,
DOC0001376,SIN000459,Factura,True,True,2025-04-09,False,
DOC0001377,SIN000459,Informe,True,True,2025-04-09,False,
DOC0001378,SIN000460,Denuncia,True,True,2025-02-16,False,
DOC0001379,SIN000460,Factura,True,True,2025-02-13,False,
DOC0001380,SIN000460,Informe,True,True,2025-02-16,False,
DOC0001381,SIN000461,Denuncia,True,True,2025-04-23,False,
DOC0001382,SIN000461,Factura,True,True,2025-04-27,False,
DOC0001383,SIN000461,Informe,True,True,2025-04-26,False,
DOC0001384,SIN000462,Denuncia,True,True,2025-04-08,False,
DOC0001385,SIN000462,Factura,True,True,2025-04-07,False,
DOC0001386,SIN000462,Informe,True,True,2025-04-07,False,
DOC0001387,SIN000463,Denuncia,True,True,2024-12-15,False,
DOC0001388,SIN000463,Factura,True,True,2024-12-18,False,
DOC0001389,SIN000463,Informe,True,True,2024-12-16,False,
DOC0001390,SIN000464,Denuncia,True,True,2024-08-12,False,
DOC0001391,SIN000464,Factura,True,True,2024-08-11,False,
DOC0001392,SIN000464,Informe,True,True,2024-08-13,False,
DOC0001393,SIN000465,Denuncia,True,True,2025-03-02,False,
DOC0001394,SIN000465,Factura,True,True,2025-03-01,False,
DOC0001395,SIN000465,Informe,True,True,2025-03-06,False,
DOC0001396,SIN000466,Denuncia,True,True,2025-01-16,False,
DOC0001397,SIN000466,Factura,True,True,2025-01-14,False,
DOC0001398,SIN000466,Informe,True,True,2025-01-17,False,
DOC0001399,SIN000467,Denuncia,True,True,2025-02-14,False,
DOC0001400,SIN000467,Factura,True,True,2025-02-12,False,
DOC0001401,SIN000467,Informe,True,True,2025-02-17,False,
DOC0001402,SIN000468,Denuncia,True,True,2025-04-01,False,
DOC0001403,SIN000468,Factura,True,True,2025-04-03,False,
DOC0001404,SIN000468,Informe,True,True,2025-04-02,False,
DOC0001405,SIN000469,Denuncia,True,True,2025-02-13,False,
DOC0001406,SIN000469,Factura,True,True,2025-02-11,False,
DOC0001407,SIN000469,Informe,True,True,2025-02-10,False,
DOC0001408,SIN000470,Denuncia,True,True,2025-09-17,False,
DOC0001409,SIN000470,Factura,True,True,2025-09-17,False,
DOC0001410,SIN000470,Informe,True,True,2025-09-18,False,
DOC0001411,SIN000471,Denuncia,True,True,2024-12-20,False,
DOC0001412,SIN000471,Factura,True,True,2024-12-15,False,
DOC0001413,SIN000471,Informe,True,True,2024-12-20,False,
DOC0001414,SIN000472,Denuncia,True,True,2024-04-24,False,
DOC0001415,SIN000472,Factura,True,True,2024-04-21,False,
DOC0001416,SIN000472,Informe,True,True,2024-04-23,False,
DOC0001417,SIN000473,Denuncia,True,True,2024-12-14,False,
DOC0001418,SIN000473,Factura,True,True,2024-12-11,False,
DOC0001419,SIN000473,Informe,True,True,2024-12-15,False,
DOC0001420,SIN000474,Denuncia,True,True,2024-08-21,False,
DOC0001421,SIN000474,Factura,True,True,2024-08-23,False,
DOC0001422,SIN000474,Informe,True,True,2024-08-23,False,
DOC0001423,SIN000475,Denuncia,True,True,2025-02-17,False,
DOC0001424,SIN000475,Factura,True,True,2025-02-14,False,
DOC0001425,SIN000475,Informe,True,True,2025-02-12,False,
DOC0001426,SIN000476,Denuncia,True,True,2024-11-13,False,
DOC0001427,SIN000476,Factura,True,True,2024-11-12,False,
DOC0001428,SIN000476,Informe,True,True,2024-11-12,False,
DOC0001429,SIN000477,Denuncia,True,True,2024-11-23,False,
DOC0001430,SIN000477,Factura,True,True,2024-11-25,False,
DOC0001431,SIN000477,Informe,True,True,2024-11-22,False,
DOC0001432,SIN000478,Denuncia,True,True,2024-11-08,False,
DOC0001433,SIN000478,Factura,True,True,2024-11-08,False,
DOC0001434,SIN000478,Informe,True,True,2024-11-09,False,
DOC0001435,SIN000479,Denuncia,True,True,2024-12-28,False,
DOC0001436,SIN000479,Factura,True,True,2024-12-31,False,
DOC0001437,SIN000479,Informe,True,True,2024-12-30,False,
DOC0001438,SIN000480,Denuncia,True,True,2025-07-30,False,
DOC0001439,SIN000480,Factura,True,True,2025-07-29,False,
